campaign,creative,total_payments,total_ltv,avg_late_payment_share,monetization_efficiency
campaign_245,creative_592,1,46.81,1.000,46.81
campaign_301,creative_713,2,46.81,1.000,23.40
campaign_279,creative_665,3,46.80,1.000,15.60
campaign_310,creative_735,2,46.73,1.000,23.36
campaign_498,creative_1132,11,46.63,0.909,4.24
campaign_182,creative_464,5,46.62,0.800,9.32
campaign_449,creative_1035,2,46.61,1.000,23.31
campaign_509,creative_1163,15,46.57,1.000,3.10
campaign_533,creative_1214,2,46.52,1.000,23.26
campaign_260,creative_629,2,46.34,1.000,23.17
campaign_498,creative_1138,16,46.25,0.875,2.89
campaign_304,creative_729,2,46.12,1.000,23.06
campaign_354,creative_836,2,46.12,1.000,23.06
campaign_249,creative_601,16,46.01,1.000,2.88
campaign_399,creative_919,1,46.00,1.000,46.00
campaign_405,creative_928,1,46.00,1.000,46.00
campaign_272,creative_646,8,45.96,1.000,5.75
campaign_319,creative_759,1,45.96,1.000,45.96
campaign_225,creative_574,14,45.77,1.000,3.27
campaign_191,creative_524,2,45.65,1.000,22.82
campaign_334,creative_511,5,45.64,0.800,9.13
campaign_514,creative_1152,18,45.64,1.000,2.54
campaign_24,creative_66,7,45.64,0.286,6.52
campaign_330,creative_499,2,45.64,1.000,22.82
campaign_127,creative_340,3,45.64,0.667,15.21
campaign_172,creative_467,2,45.64,1.000,22.82
campaign_97,creative_69,2,45.64,1.000,22.82
campaign_275,creative_652,2,45.64,1.000,22.82
campaign_23,creative_59,2,45.64,1.000,22.82
campaign_434,creative_988,2,45.64,1.000,22.82
campaign_124,creative_332,2,45.64,1.000,22.82
campaign_492,creative_1124,10,45.63,1.000,4.56
campaign_557,creative_1275,2,45.51,1.000,22.76
campaign_409,creative_935,5,45.50,1.000,9.10
campaign_454,creative_325,2,45.49,1.000,22.74
campaign_237,creative_587,14,45.48,1.000,3.25
campaign_587,creative_1355,1,45.42,1.000,45.42
campaign_409,creative_934,2,45.41,1.000,22.71
campaign_360,creative_857,5,45.24,1.000,9.05
campaign_273,creative_649,1,45.22,1.000,45.22
campaign_98,creative_257,1,45.22,1.000,45.22
campaign_74,creative_214,1,45.22,1.000,45.22
campaign_153,creative_408,1,45.22,1.000,45.22
campaign_272,creative_650,1,45.22,1.000,45.22
campaign_65,creative_195,2,45.20,1.000,22.60
campaign_560,creative_1293,3,45.14,1.000,15.05
campaign_334,creative_794,11,45.12,0.818,4.10
campaign_416,creative_947,5,45.02,1.000,9.00
campaign_79,creative_239,1,45.01,1.000,45.01
campaign_575,creative_1336,1,45.01,1.000,45.01
campaign_241,creative_584,44,44.96,1.000,1.02
campaign_381,creative_884,2,44.95,1.000,22.48
campaign_232,creative_572,14,44.88,1.000,3.21
campaign_451,creative_1042,1,44.83,1.000,44.83
campaign_411,creative_939,1,44.83,1.000,44.83
campaign_301,creative_715,2,44.80,1.000,22.40
campaign_184,creative_502,1,44.80,1.000,44.80
campaign_322,creative_768,1,44.80,1.000,44.80
campaign_347,creative_497,1,44.80,1.000,44.80
campaign_347,creative_816,1,44.80,1.000,44.80
campaign_174,creative_475,1,44.80,1.000,44.80
campaign_431,creative_973,2,44.75,1.000,22.37
campaign_418,creative_910,2,44.75,1.000,22.37
campaign_278,creative_662,1,44.69,1.000,44.69
campaign_286,creative_677,3,44.67,1.000,14.89
campaign_157,creative_425,1,44.66,1.000,44.66
campaign_505,creative_1151,20,44.63,1.000,2.23
campaign_153,creative_403,1,44.63,1.000,44.63
campaign_189,creative_339,1,44.63,1.000,44.63
campaign_451,creative_1041,1,44.63,1.000,44.63
campaign_353,creative_838,5,44.61,1.000,8.92
campaign_256,creative_613,2,44.61,1.000,22.31
campaign_258,creative_619,1,44.61,1.000,44.61
campaign_543,creative_1233,1,44.53,1.000,44.53
campaign_560,creative_1296,11,44.50,1.000,4.05
campaign_280,creative_671,1,44.48,1.000,44.48
campaign_585,creative_1349,1,44.45,1.000,44.45
campaign_335,creative_454,1,44.41,1.000,44.41
campaign_307,creative_502,1,44.38,1.000,44.38
campaign_4,creative_11,2,44.32,1.000,22.16
campaign_128,creative_335,2,44.32,1.000,22.16
campaign_487,creative_1118,5,44.32,1.000,8.86
campaign_221,creative_564,2,44.32,1.000,22.16
campaign_257,creative_614,1,44.30,1.000,44.30
campaign_320,creative_763,2,44.29,1.000,22.14
campaign_8,creative_24,1,44.28,1.000,44.28
campaign_416,creative_950,5,44.24,1.000,8.85
campaign_485,creative_1116,1,44.20,1.000,44.20
campaign_21,creative_47,1,44.10,1.000,44.10
campaign_512,creative_1155,2,43.91,1.000,21.96
campaign_409,creative_933,1,43.85,1.000,43.85
campaign_457,creative_337,1,43.85,1.000,43.85
campaign_349,creative_821,8,43.79,1.000,5.47
campaign_330,creative_784,3,43.74,1.000,14.58
campaign_509,creative_1146,14,43.69,1.000,3.12
campaign_14,creative_33,2,43.67,1.000,21.84
campaign_198,creative_534,1,43.65,1.000,43.65
campaign_358,creative_850,1,43.63,1.000,43.63
campaign_372,creative_872,2,43.60,1.000,21.80
campaign_350,creative_829,2,43.60,1.000,21.80
campaign_566,creative_1319,1,43.56,1.000,43.56
campaign_574,creative_1335,1,43.56,1.000,43.56
campaign_432,creative_987,1,43.56,1.000,43.56
campaign_465,creative_1063,1,43.56,1.000,43.56
campaign_52,creative_155,1,43.56,1.000,43.56
campaign_196,creative_529,1,43.56,1.000,43.56
campaign_533,creative_1215,1,43.56,1.000,43.56
campaign_291,creative_684,1,43.56,1.000,43.56
campaign_570,creative_1313,1,43.56,1.000,43.56
campaign_297,creative_644,1,43.47,1.000,43.47
campaign_115,creative_299,2,43.45,1.000,21.72
campaign_203,creative_520,3,43.39,1.000,14.46
campaign_293,creative_691,1,43.38,1.000,43.38
campaign_260,creative_628,3,43.33,1.000,14.44
campaign_353,creative_833,5,43.32,1.000,8.66
campaign_456,creative_325,5,43.22,1.000,8.64
campaign_62,creative_188,1,43.16,1.000,43.16
campaign_327,creative_787,11,43.11,1.000,3.92
campaign_438,creative_990,1,43.09,1.000,43.09
campaign_422,creative_963,1,43.09,1.000,43.09
campaign_328,creative_454,5,43.00,1.000,8.60
campaign_465,creative_1065,1,42.97,1.000,42.97
campaign_317,creative_753,4,42.95,1.000,10.74
campaign_279,creative_669,4,42.92,1.000,10.73
campaign_299,creative_466,5,42.88,1.000,8.58
campaign_462,creative_1059,1,42.82,1.000,42.82
campaign_456,creative_330,1,42.82,1.000,42.82
campaign_498,creative_1133,11,42.80,0.909,3.89
campaign_153,creative_407,4,42.80,1.000,10.70
campaign_506,creative_1159,2,42.75,1.000,21.38
campaign_234,creative_575,2,42.75,1.000,21.38
campaign_74,creative_219,2,42.75,1.000,21.38
campaign_246,creative_596,2,42.75,1.000,21.38
campaign_498,creative_1136,2,42.75,1.000,21.38
campaign_230,creative_579,2,42.75,1.000,21.38
campaign_508,creative_1161,2,42.75,1.000,21.38
campaign_233,creative_571,2,42.75,1.000,21.38
campaign_511,creative_1165,2,42.75,1.000,21.38
campaign_503,creative_1146,3,42.75,0.667,14.25
campaign_150,creative_384,1,42.56,1.000,42.56
campaign_325,creative_773,4,42.54,1.000,10.64
campaign_552,creative_443,4,42.47,1.000,10.62
campaign_117,creative_308,2,42.47,1.000,21.23
campaign_517,creative_1173,12,42.42,1.000,3.53
campaign_422,creative_962,5,42.31,1.000,8.46
campaign_541,creative_1226,3,42.26,1.000,14.09
campaign_76,creative_223,3,42.25,1.000,14.08
campaign_155,creative_416,3,42.12,1.000,14.04
campaign_63,creative_179,2,42.10,1.000,21.05
campaign_472,creative_1093,10,42.06,1.000,4.21
campaign_560,creative_1291,1,42.04,1.000,42.04
campaign_48,creative_142,1,42.03,1.000,42.03
campaign_50,creative_150,1,42.03,1.000,42.03
campaign_557,creative_1282,1,42.01,1.000,42.01
campaign_403,creative_925,1,42.01,1.000,42.01
campaign_416,creative_949,1,41.95,1.000,41.95
campaign_155,creative_415,2,41.92,1.000,20.96
campaign_334,creative_792,2,41.83,1.000,20.92
campaign_332,creative_780,4,41.77,1.000,10.44
campaign_545,creative_1238,1,41.76,1.000,41.76
campaign_320,creative_764,3,41.51,1.000,13.84
campaign_77,creative_231,7,41.42,1.000,5.92
campaign_306,creative_710,1,41.41,1.000,41.41
campaign_376,creative_877,1,41.41,1.000,41.41
campaign_350,creative_826,1,41.41,1.000,41.41
campaign_419,creative_956,2,41.40,1.000,20.70
campaign_5,creative_4,2,41.37,1.000,20.69
campaign_545,creative_1249,2,41.32,1.000,20.66
campaign_201,creative_520,2,41.22,1.000,20.61
campaign_436,creative_1001,2,41.22,1.000,20.61
campaign_263,creative_634,3,41.14,1.000,13.71
campaign_364,creative_860,2,41.14,1.000,20.57
campaign_246,creative_597,15,41.05,1.000,2.74
campaign_232,creative_570,2,40.94,1.000,20.47
campaign_515,creative_1167,4,40.94,0.500,10.23
campaign_236,creative_584,12,40.75,1.000,3.40
campaign_85,creative_260,1,40.73,1.000,40.73
campaign_16,creative_39,6,40.73,1.000,6.79
campaign_7,creative_17,1,40.73,1.000,40.73
campaign_40,creative_124,1,40.73,1.000,40.73
campaign_36,creative_105,1,40.73,1.000,40.73
campaign_486,creative_1117,1,40.57,1.000,40.57
campaign_541,creative_1228,3,40.56,1.000,13.52
campaign_7,creative_19,2,40.54,1.000,20.27
campaign_254,creative_609,10,40.46,1.000,4.05
campaign_65,creative_194,1,40.39,1.000,40.39
campaign_366,creative_864,2,40.33,1.000,20.16
campaign_156,creative_367,1,40.14,1.000,40.14
campaign_304,creative_727,9,40.08,1.000,4.45
campaign_77,creative_228,5,40.07,1.000,8.01
campaign_333,creative_791,1,40.03,1.000,40.03
campaign_11,creative_29,1,39.98,1.000,39.98
campaign_464,creative_1062,1,39.98,1.000,39.98
campaign_328,creative_509,3,39.93,1.000,13.31
campaign_244,creative_592,2,39.80,1.000,19.90
campaign_514,creative_1155,2,39.80,1.000,19.90
campaign_70,creative_204,2,39.80,1.000,19.90
campaign_249,creative_600,2,39.73,1.000,19.86
campaign_81,creative_241,6,39.72,1.000,6.62
campaign_137,creative_326,2,39.72,1.000,19.86
campaign_358,creative_856,7,39.69,1.000,5.67
campaign_541,creative_1227,2,39.60,1.000,19.80
campaign_63,creative_178,2,39.49,1.000,19.75
campaign_509,creative_1162,1,39.38,1.000,39.38
campaign_59,creative_179,2,39.32,1.000,19.66
campaign_547,creative_1253,2,39.29,1.000,19.64
campaign_385,creative_895,4,39.29,1.000,9.82
campaign_498,creative_1139,6,39.19,0.667,6.53
campaign_505,creative_1155,4,39.19,1.000,9.80
campaign_173,creative_473,1,39.14,1.000,39.14
campaign_318,creative_756,1,39.14,1.000,39.14
campaign_547,creative_1256,1,39.14,1.000,39.14
campaign_7,creative_6,3,39.08,1.000,13.03
campaign_355,creative_842,1,39.07,1.000,39.07
campaign_62,creative_190,2,38.98,1.000,19.49
campaign_30,creative_87,2,38.91,1.000,19.45
campaign_154,creative_414,2,38.82,1.000,19.41
campaign_446,creative_1033,1,38.59,1.000,38.59
campaign_235,creative_579,16,38.41,1.000,2.40
campaign_539,creative_1223,4,38.37,1.000,9.59
campaign_296,creative_699,1,38.26,1.000,38.26
campaign_412,creative_914,6,38.26,1.000,6.38
campaign_228,creative_577,1,38.21,1.000,38.21
campaign_454,creative_343,1,38.21,1.000,38.21
campaign_155,creative_418,1,38.20,1.000,38.20
campaign_152,creative_371,1,38.20,1.000,38.20
campaign_494,creative_1097,1,38.13,1.000,38.13
campaign_467,creative_1072,1,38.13,1.000,38.13
campaign_270,creative_639,1,38.13,1.000,38.13
campaign_437,creative_1011,2,38.07,1.000,19.03
campaign_36,creative_79,2,38.07,1.000,19.03
campaign_518,creative_1175,5,38.04,1.000,7.61
campaign_327,creative_781,2,38.03,1.000,19.01
campaign_184,creative_504,2,38.03,1.000,19.01
campaign_328,creative_498,2,38.03,1.000,19.01
campaign_334,creative_793,2,38.03,1.000,19.01
campaign_184,creative_506,4,38.03,1.000,9.51
campaign_194,creative_332,10,37.90,0.600,3.79
campaign_250,creative_603,13,37.88,1.000,2.91
campaign_347,creative_794,2,37.87,1.000,18.94
campaign_203,creative_525,2,37.84,1.000,18.92
campaign_56,creative_156,5,37.81,1.000,7.56
campaign_473,creative_1096,1,37.74,1.000,37.74
campaign_313,creative_742,3,37.73,1.000,12.58
campaign_547,creative_1252,1,37.66,1.000,37.66
campaign_325,creative_776,1,37.66,1.000,37.66
campaign_325,creative_775,1,37.66,1.000,37.66
campaign_178,creative_485,2,37.63,1.000,18.82
campaign_66,creative_198,2,37.63,1.000,18.82
campaign_299,creative_710,5,37.62,1.000,7.52
campaign_393,creative_904,1,37.34,1.000,37.34
campaign_430,creative_972,1,37.34,1.000,37.34
campaign_386,creative_896,1,37.34,1.000,37.34
campaign_327,creative_788,1,37.31,1.000,37.31
campaign_22,creative_52,1,37.31,1.000,37.31
campaign_394,creative_901,2,37.30,1.000,18.65
campaign_291,creative_685,1,37.27,1.000,37.27
campaign_515,creative_1166,4,37.21,1.000,9.30
campaign_377,creative_878,3,37.20,1.000,12.40
campaign_312,creative_741,2,37.13,1.000,18.57
campaign_437,creative_1012,1,37.09,1.000,37.09
campaign_277,creative_660,1,37.09,1.000,37.09
campaign_278,creative_664,1,37.06,1.000,37.06
campaign_506,creative_1156,6,37.01,1.000,6.17
campaign_80,creative_232,4,37.01,1.000,9.25
campaign_369,creative_817,1,36.93,1.000,36.93
campaign_437,creative_1015,3,36.91,1.000,12.30
campaign_509,creative_1164,6,36.86,1.000,6.14
campaign_582,creative_1345,1,36.79,1.000,36.79
campaign_321,creative_766,4,36.69,1.000,9.17
campaign_502,creative_1144,1,36.67,1.000,36.67
campaign_309,creative_734,1,36.63,1.000,36.63
campaign_299,creative_709,1,36.63,1.000,36.63
campaign_235,creative_582,9,36.58,0.889,4.06
campaign_498,creative_1134,6,36.49,1.000,6.08
campaign_121,creative_308,4,36.48,1.000,9.12
campaign_463,creative_1060,1,36.40,1.000,36.40
campaign_57,creative_169,1,36.40,1.000,36.40
campaign_521,creative_622,1,36.37,1.000,36.37
campaign_364,creative_867,2,36.36,1.000,18.18
campaign_271,creative_640,2,36.34,1.000,18.17
campaign_536,creative_1217,1,36.30,1.000,36.30
campaign_465,creative_1064,1,36.30,1.000,36.30
campaign_569,creative_1328,1,36.30,1.000,36.30
campaign_547,creative_1254,4,36.22,1.000,9.05
campaign_8,creative_22,2,36.19,1.000,18.10
campaign_354,creative_841,1,36.17,1.000,36.17
campaign_532,creative_567,1,36.06,1.000,36.06
campaign_283,creative_651,1,35.90,1.000,35.90
campaign_80,creative_231,2,35.87,1.000,17.93
campaign_207,creative_527,1,35.85,1.000,35.85
campaign_581,creative_1345,1,35.80,1.000,35.80
campaign_201,creative_525,1,35.78,1.000,35.78
campaign_80,creative_227,2,35.76,1.000,17.88
campaign_120,creative_320,1,35.73,1.000,35.73
campaign_306,creative_731,1,35.73,1.000,35.73
campaign_62,creative_186,8,35.70,1.000,4.46
campaign_252,creative_606,2,35.62,1.000,17.81
campaign_236,creative_583,4,35.62,1.000,8.91
campaign_145,creative_375,2,35.62,1.000,17.81
campaign_242,creative_585,2,35.62,1.000,17.81
campaign_250,creative_599,2,35.62,1.000,17.81
campaign_545,creative_1248,1,35.58,1.000,35.58
campaign_200,creative_519,1,35.58,1.000,35.58
campaign_213,creative_546,1,35.56,1.000,35.56
campaign_63,creative_183,5,35.55,1.000,7.11
campaign_133,creative_348,1,35.51,1.000,35.51
campaign_1,creative_2,2,35.48,1.000,17.74
campaign_21,creative_51,2,35.37,1.000,17.69
campaign_63,creative_173,4,35.37,1.000,8.84
campaign_354,creative_834,5,35.30,1.000,7.06
campaign_74,creative_222,1,35.25,1.000,35.25
campaign_295,creative_697,1,35.25,1.000,35.25
campaign_74,creative_215,1,35.25,1.000,35.25
campaign_540,creative_1222,1,35.18,1.000,35.18
campaign_517,creative_1172,6,35.12,1.000,5.85
campaign_518,creative_1178,3,35.12,1.000,11.71
campaign_336,creative_454,2,35.05,1.000,17.52
campaign_6,creative_15,1,34.92,1.000,34.92
campaign_542,creative_1226,1,34.92,1.000,34.92
campaign_151,creative_384,1,34.92,1.000,34.92
campaign_570,creative_1311,1,34.92,1.000,34.92
campaign_452,creative_330,1,34.92,1.000,34.92
campaign_540,creative_1224,1,34.92,1.000,34.92
campaign_275,creative_655,1,34.84,1.000,34.84
campaign_569,creative_1327,1,34.84,1.000,34.84
campaign_36,creative_107,1,34.84,1.000,34.84
campaign_191,creative_519,1,34.84,1.000,34.84
campaign_570,creative_1318,1,34.84,1.000,34.84
campaign_68,creative_200,1,34.84,1.000,34.84
campaign_39,creative_122,1,34.84,1.000,34.84
campaign_138,creative_326,1,34.84,1.000,34.84
campaign_296,creative_700,1,34.84,1.000,34.84
campaign_271,creative_639,1,34.84,1.000,34.84
campaign_35,creative_103,1,34.84,1.000,34.84
campaign_75,creative_210,1,34.84,1.000,34.84
campaign_436,creative_1003,1,34.84,1.000,34.84
campaign_284,creative_676,1,34.84,1.000,34.84
campaign_71,creative_212,1,34.84,1.000,34.84
campaign_120,creative_321,1,34.79,1.000,34.79
campaign_514,creative_1165,1,34.74,1.000,34.74
campaign_299,creative_707,6,34.69,0.833,5.78
campaign_200,creative_324,1,34.43,1.000,34.43
campaign_56,creative_152,1,34.43,1.000,34.43
campaign_38,creative_116,1,34.43,1.000,34.43
campaign_156,creative_383,1,34.43,1.000,34.43
campaign_427,creative_966,1,34.36,1.000,34.36
campaign_424,creative_962,1,34.36,1.000,34.36
campaign_23,creative_57,6,34.36,1.000,5.73
campaign_318,creative_755,1,34.33,1.000,34.33
campaign_520,creative_1159,2,34.28,1.000,17.14
campaign_461,creative_335,1,34.12,1.000,34.12
campaign_158,creative_426,1,34.12,1.000,34.12
campaign_515,creative_1168,2,34.11,1.000,17.05
campaign_507,creative_1160,2,34.11,1.000,17.05
campaign_303,creative_722,1,34.00,1.000,34.00
campaign_170,creative_460,1,34.00,1.000,34.00
campaign_351,creative_829,1,33.68,1.000,33.68
campaign_486,creative_1067,1,33.63,1.000,33.63
campaign_297,creative_678,2,33.61,1.000,16.80
campaign_588,creative_1358,2,33.56,1.000,16.78
campaign_537,creative_1219,6,33.56,1.000,5.59
campaign_49,creative_144,1,33.44,1.000,33.44
campaign_459,creative_1048,3,33.35,1.000,11.12
campaign_547,creative_1255,2,33.33,1.000,16.67
campaign_510,creative_1161,3,33.32,1.000,11.11
campaign_445,creative_1031,3,33.28,1.000,11.09
campaign_413,creative_943,1,33.10,1.000,33.10
campaign_290,creative_678,1,33.10,1.000,33.10
campaign_398,creative_917,1,33.10,1.000,33.10
campaign_5,creative_14,1,32.97,1.000,32.97
campaign_263,creative_635,2,32.95,1.000,16.47
campaign_491,creative_1123,1,32.64,1.000,32.64
campaign_197,creative_326,1,32.57,1.000,32.57
campaign_191,creative_343,1,32.57,1.000,32.57
campaign_441,creative_1029,1,32.57,1.000,32.57
campaign_205,creative_521,1,32.57,1.000,32.57
campaign_450,creative_1035,1,32.53,1.000,32.53
campaign_477,creative_1104,4,32.35,1.000,8.09
campaign_238,creative_589,2,32.33,1.000,16.17
campaign_81,creative_243,5,32.28,1.000,6.46
campaign_392,creative_914,1,32.24,1.000,32.24
campaign_456,creative_343,1,32.22,1.000,32.22
campaign_462,creative_1035,4,32.20,1.000,8.05
campaign_405,creative_926,3,32.15,1.000,10.72
campaign_230,creative_576,1,32.09,1.000,32.09
campaign_520,creative_1182,1,31.82,1.000,31.82
campaign_346,creative_809,5,31.48,1.000,6.30
campaign_208,creative_541,1,31.41,1.000,31.41
campaign_339,creative_502,1,31.05,1.000,31.05
campaign_275,creative_654,1,31.05,1.000,31.05
campaign_347,creative_804,5,30.98,1.000,6.20
campaign_439,creative_1024,2,30.94,0.500,15.47
campaign_71,creative_206,1,30.94,1.000,30.94
campaign_390,creative_911,1,30.76,1.000,30.76
campaign_303,creative_723,5,30.70,1.000,6.14
campaign_56,creative_154,1,30.57,1.000,30.57
campaign_471,creative_1090,1,30.55,1.000,30.55
campaign_471,creative_1092,2,30.55,1.000,15.28
campaign_286,creative_679,3,30.42,1.000,10.14
campaign_303,creative_725,3,30.35,1.000,10.12
campaign_7,creative_18,2,30.13,1.000,15.07
campaign_320,creative_761,1,29.98,1.000,29.98
campaign_76,creative_226,1,29.98,1.000,29.98
campaign_325,creative_779,1,29.88,1.000,29.88
campaign_413,creative_941,1,29.81,1.000,29.81
campaign_30,creative_88,1,29.81,1.000,29.81
campaign_139,creative_353,1,29.62,1.000,29.62
campaign_33,creative_90,1,29.56,1.000,29.56
campaign_359,creative_851,3,29.54,1.000,9.85
campaign_35,creative_104,2,29.38,1.000,14.69
campaign_201,creative_330,3,29.35,1.000,9.78
campaign_518,creative_1177,2,29.30,1.000,14.65
campaign_179,creative_486,5,29.15,1.000,5.83
campaign_530,creative_1208,1,29.09,1.000,29.09
campaign_257,creative_618,1,29.09,1.000,29.09
campaign_227,creative_576,1,29.05,1.000,29.05
campaign_360,creative_855,1,28.93,1.000,28.93
campaign_196,creative_530,1,28.93,1.000,28.93
campaign_42,creative_134,1,28.84,1.000,28.84
campaign_358,creative_855,1,28.84,1.000,28.84
campaign_41,creative_132,1,28.84,1.000,28.84
campaign_301,creative_714,1,28.83,1.000,28.83
campaign_443,creative_337,1,28.82,1.000,28.82
campaign_377,creative_860,3,28.80,1.000,9.60
campaign_588,creative_1356,3,28.76,1.000,9.59
campaign_265,creative_637,1,28.75,1.000,28.75
campaign_57,creative_164,1,28.74,1.000,28.74
campaign_303,creative_724,5,28.74,1.000,5.75
campaign_171,creative_461,1,28.73,1.000,28.73
campaign_413,creative_942,3,28.51,1.000,9.50
campaign_315,creative_747,1,28.29,1.000,28.29
campaign_339,creative_512,1,28.29,1.000,28.29
campaign_346,creative_804,5,28.28,1.000,5.66
campaign_250,creative_600,11,28.26,1.000,2.57
campaign_199,creative_535,1,28.20,1.000,28.20
campaign_360,creative_852,4,28.19,1.000,7.05
campaign_59,creative_176,1,27.93,1.000,27.93
campaign_421,creative_961,1,27.93,1.000,27.93
campaign_190,creative_339,1,27.93,1.000,27.93
campaign_200,creative_521,1,27.93,1.000,27.93
campaign_391,creative_912,1,27.93,1.000,27.93
campaign_201,creative_536,2,27.86,1.000,13.93
campaign_7,creative_9,1,27.71,1.000,27.71
campaign_453,creative_1041,1,27.71,1.000,27.71
campaign_320,creative_760,1,27.68,1.000,27.68
campaign_519,creative_1180,7,27.51,1.000,3.93
campaign_181,creative_454,1,27.50,1.000,27.50
campaign_559,creative_1288,1,27.08,1.000,27.08
campaign_369,creative_794,1,27.08,1.000,27.08
campaign_360,creative_851,3,27.00,1.000,9.00
campaign_41,creative_129,3,26.98,0.333,8.99
campaign_584,creative_1346,2,26.78,1.000,13.39
campaign_437,creative_1010,3,26.73,1.000,8.91
campaign_568,creative_1326,1,26.65,1.000,26.65
campaign_274,creative_639,1,26.48,1.000,26.48
campaign_497,creative_1076,1,26.37,1.000,26.37
campaign_153,creative_405,1,26.34,1.000,26.34
campaign_320,creative_762,1,26.30,1.000,26.30
campaign_21,creative_49,3,26.16,1.000,8.72
campaign_360,creative_856,6,26.11,1.000,4.35
campaign_588,creative_1357,2,26.11,1.000,13.05
campaign_437,creative_1019,5,26.05,1.000,5.21
campaign_358,creative_854,1,26.03,1.000,26.03
campaign_512,creative_1152,75,25.98,1.000,0.35
campaign_329,creative_454,1,25.78,1.000,25.78
campaign_86,creative_261,1,25.78,1.000,25.78
campaign_8,creative_26,1,25.78,1.000,25.78
campaign_441,creative_1030,1,25.78,1.000,25.78
campaign_70,creative_203,1,25.74,1.000,25.74
campaign_456,creative_1046,1,25.62,1.000,25.62
campaign_451,creative_1039,2,25.26,1.000,12.63
campaign_504,creative_1145,7,25.20,1.000,3.60
campaign_505,creative_1153,14,24.75,1.000,1.77
campaign_254,creative_608,2,24.57,1.000,12.29
campaign_244,creative_584,5,24.54,1.000,4.91
campaign_311,creative_733,5,24.22,1.000,4.84
campaign_56,creative_159,1,24.20,1.000,24.20
campaign_587,creative_1356,1,24.14,1.000,24.14
campaign_547,creative_1251,1,23.98,1.000,23.98
campaign_519,creative_1158,3,23.42,1.000,7.81
campaign_63,creative_181,3,23.34,1.000,7.78
campaign_454,creative_523,3,23.33,1.000,7.78
campaign_505,creative_1150,24,23.15,1.000,0.96
campaign_362,creative_859,1,23.06,1.000,23.06
campaign_353,creative_836,1,23.06,1.000,23.06
campaign_38,creative_117,1,23.02,1.000,23.02
campaign_20,creative_45,3,22.94,1.000,7.65
campaign_444,creative_344,1,22.86,1.000,22.86
campaign_347,creative_512,2,22.82,1.000,11.41
campaign_182,creative_456,1,22.82,1.000,22.82
campaign_349,creative_498,1,22.82,1.000,22.82
campaign_23,creative_56,1,22.82,1.000,22.82
campaign_364,creative_864,1,22.82,1.000,22.82
campaign_182,creative_498,1,22.82,1.000,22.82
campaign_347,creative_820,1,22.82,1.000,22.82
campaign_19,creative_44,1,22.82,1.000,22.82
campaign_549,creative_1259,1,22.82,1.000,22.82
campaign_328,creative_503,1,22.82,1.000,22.82
campaign_326,creative_780,1,22.82,1.000,22.82
campaign_377,creative_879,1,22.82,1.000,22.82
campaign_18,creative_41,2,22.82,1.000,11.41
campaign_334,creative_501,1,22.82,1.000,22.82
campaign_437,creative_1018,2,22.63,1.000,11.32
campaign_279,creative_667,1,22.37,1.000,22.37
campaign_520,creative_1157,4,22.21,1.000,5.55
campaign_541,creative_1229,1,22.16,1.000,22.16
campaign_514,creative_1151,4,22.01,1.000,5.50
campaign_179,creative_490,1,21.82,1.000,21.82
campaign_332,creative_508,1,21.82,1.000,21.82
campaign_179,creative_491,3,21.55,1.000,7.18
campaign_33,creative_91,1,21.43,1.000,21.43
campaign_243,creative_594,1,21.38,1.000,21.38
campaign_249,creative_603,1,21.38,1.000,21.38
campaign_12,creative_30,1,21.38,1.000,21.38
campaign_519,creative_1156,2,21.31,1.000,10.65
campaign_195,creative_522,1,20.96,1.000,20.96
campaign_186,creative_511,2,20.92,1.000,10.46
campaign_327,creative_782,1,20.64,1.000,20.64
campaign_55,creative_163,1,20.47,1.000,20.47
campaign_245,creative_585,1,20.47,1.000,20.47
campaign_253,creative_607,1,20.47,1.000,20.47
campaign_179,creative_492,3,20.28,1.000,6.76
campaign_151,creative_371,1,20.05,1.000,20.05
campaign_437,creative_988,1,20.05,1.000,20.05
campaign_518,creative_1176,4,19.88,1.000,4.97
campaign_231,creative_576,1,19.85,1.000,19.85
campaign_253,creative_578,1,19.85,1.000,19.85
campaign_30,creative_85,1,19.85,1.000,19.85
campaign_500,creative_1142,1,19.85,1.000,19.85
campaign_204,creative_519,1,19.80,1.000,19.80
campaign_203,creative_327,1,19.71,1.000,19.71
campaign_245,creative_594,2,19.59,1.000,9.80
campaign_254,creative_607,4,19.47,1.000,4.87
campaign_500,creative_1141,1,19.40,1.000,19.40
campaign_360,creative_853,1,19.01,1.000,19.01
campaign_24,creative_62,1,19.01,1.000,19.01
campaign_377,creative_828,1,19.01,1.000,19.01
campaign_21,creative_46,2,19.01,1.000,9.51
campaign_365,creative_865,1,19.01,1.000,19.01
campaign_437,creative_1016,1,19.01,1.000,19.01
campaign_340,creative_806,1,19.01,1.000,19.01
campaign_332,creative_497,2,19.01,1.000,9.51
campaign_24,creative_64,1,19.01,1.000,19.01
campaign_174,creative_472,1,19.01,1.000,19.01
campaign_172,creative_468,2,19.01,1.000,9.51
campaign_340,creative_807,1,19.01,1.000,19.01
campaign_179,creative_488,1,19.01,1.000,19.01
campaign_172,creative_469,1,19.01,1.000,19.01
campaign_341,creative_808,1,18.18,1.000,18.18
campaign_174,creative_479,1,18.18,1.000,18.18
campaign_364,creative_861,1,18.18,1.000,18.18
campaign_511,creative_1153,1,17.81,1.000,17.81
